horizon,impulse,response,irf,lower,upper
17,unemployment,gdp,0.00317040604434426,-0.01576240162864529,0.016927592325939312
17,unemployment,inflation,0.001554979518362962,-0.01637980710944314,0.017882698498899542
17,unemployment,fed_funds,0.035604723494792365,-0.0177949865138425,0.07265044603493082
17,unemployment,unemployment,0.04599377011835631,-0.0066806378502640915,0.08233437632562765
18,gdp,gdp,-0.003878103652408078,-0.020395223057769408,0.014648517557555536
18,gdp,inflation,-0.001727364322862228,-0.014461688222223263,0.013789097224685465
18,gdp,fed_funds,-0.019066704801717852,-0.06334998186776826,0.023743940682268042
18,gdp,unemployment,-0.02218082286252548,-0.05782755378570315,0.02175781746909189
18,inflation,gdp,0.0023137644486934464,-0.011907174436113669,0.02106867334655208
18,inflation,inflation,0.001351421291562993,-0.0189887880573949,0.016258207027129466
18,inflation,fed_funds,0.03070881016991815,-0.014568355873422985,0.07058613674106218
18,inflation,unemployment,0.043242470361008915,-0.0036577438208558657,0.07956864731663592
18,fed_funds,gdp,0.0023217892509575498,-0.007980432386663096,0.01777337260701751
18,fed_funds,inflation,0.0012711006766848525,-0.010770098012559367,0.013699247275349321
18,fed_funds,fed_funds,0.015599632674868023,-0.018491106999392565,0.0471515285771794
18,fed_funds,unemployment,0.026081890710168643,-0.01265573774732829,0.059185945414746505
18,unemployment,gdp,0.002961515961462934,-0.014424006357272515,0.01576093586665916
18,unemployment,inflation,0.001453770776413407,-0.014089685760511337,0.016795379320684933
18,unemployment,fed_funds,0.032953220895778526,-0.016477961223020397,0.06753447404617031
18,unemployment,unemployment,0.04310211854340454,-0.006785627646301994,0.07869317594336105
19,gdp,gdp,-0.002935001820634097,-0.0166603237017586,0.013494929835902844
19,gdp,inflation,-0.0012866033818821807,-0.012993193568532856,0.013035195123806508
19,gdp,fed_funds,-0.01817871633290557,-0.05848781820208775,0.01935193352826141
19,gdp,unemployment,-0.020565553794957833,-0.05471821233149265,0.019716913640184335
19,inflation,gdp,0.00247601541133045,-0.010279980314553953,0.018651841559402672
19,inflation,inflation,0.0013736004055438992,-0.01775088134622203,0.015141128397283096
19,inflation,fed_funds,0.028524429962260917,-0.014877075428250721,0.0661550233094234
19,inflation,unemployment,0.04046504619981809,-0.0041969166043836,0.07526820889332915
19,fed_funds,gdp,0.00228340267151736,-0.007417359811133316,0.015611388950160622
19,fed_funds,inflation,0.0012133861178269389,-0.01026443835671806,0.012624537630016143
19,fed_funds,fed_funds,0.015061345583400497,-0.01517932235037845,0.04431035895725703
19,fed_funds,unemployment,0.024125256273425884,-0.010990381457545998,0.05424293469409721
19,unemployment,gdp,0.0027895844920353733,-0.012802475550129599,0.014446285608676744
19,unemployment,inflation,0.001373155225467904,-0.012275975854162246,0.016084575485440327
19,unemployment,fed_funds,0.030533407674225996,-0.015057815022389037,0.06346609445677925
19,unemployment,unemployment,0.04037143479681415,-0.006838825206552942,0.07518063580924478
20,gdp,gdp,-0.0022398327401126515,-0.01444437397237956,0.012924941530284272
20,gdp,inflation,-0.0009720600113758432,-0.011700052538077287,0.012187037440599718
20,gdp,fed_funds,-0.01706217430978306,-0.053707355171216956,0.016987712580697985
20,gdp,unemployment,-0.019185718868685583,-0.051318617146789924,0.018824949263222146
20,inflation,gdp,0.002543128926621007,-0.009415192812158435,0.01751017171866868
20,inflation,inflation,0.0013639305915081462,-0.01618182281453324,0.0143743961498174
20,inflation,fed_funds,0.026602498305300516,-0.013743971676703695,0.06154854462816153
20,inflation,unemployment,0.03781259769752718,-0.004073074987821591,0.07156758632865431
20,fed_funds,gdp,0.002174467373022309,-0.007030868257302977,0.014059978049504361
20,fed_funds,inflation,0.0011289207599463277,-0.009060882980601285,0.011863071092087398
20,fed_funds,fed_funds,0.014495506910194595,-0.012234962041533449,0.040307768224677944
20,fed_funds,unemployment,0.02233006782348486,-0.010252802942455806,0.05095297418877537
20,unemployment,gdp,0.0026419759547385304,-0.011447158888120592,0.013567778984849982
20,unemployment,inflation,0.0013032097353403006,-0.011524427488491463,0.015411150528886903
20,unemployment,fed_funds,0.028327890369443564,-0.013564463815148373,0.05882312238781838
20,unemployment,unemployment,0.03779407639899609,-0.006885725124913083,0.071286194868053
21,gdp,gdp,-0.001743446748657657,-0.012829157532059675,0.012430292210082553
21,gdp,inflation,-0.000754488428203206,-0.010546413874556033,0.011637717561024519
21,gdp,fed_funds,-0.015848247708372266,-0.051764808256532055,0.015259499207393645
21,gdp,unemployment,-0.017972130349834692,-0.048408402850587645,0.01685464759682155
21,inflation,gdp,0.0025345934684677268,-0.008781005488722715,0.015785002439570248
21,inflation,inflation,0.0013291840918671213,-0.014380638520425636,0.013649560772986487
21,inflation,fed_funds,0.024878325659922727,-0.013201227739071706,0.057585911890674475
21,inflation,unemployment,0.035300686344038344,-0.004460362997005575,0.06853817790509684
21,fed_funds,gdp,0.0020220161019191465,-0.006613766130138253,0.012688671533535643
21,fed_funds,inflation,0.0010329654703259122,-0.008053252587648252,0.011251299598531174
21,fed_funds,fed_funds,0.013891840209558873,-0.010556530511903707,0.038218941819884535
21,fed_funds,unemployment,0.020690182303620356,-0.009321674631373119,0.048256943102512564
21,unemployment,gdp,0.0025076565718617407,-0.01041023613214332,0.01275031104225575
21,unemployment,inflation,0.0012392161929686263,-0.010783925976838785,0.015085613330418765
21,unemployment,fed_funds,0.026315987970568916,-0.011518117526934647,0.055169420539538945
